longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,Predicted_House_Value
-117.04,32.71,28,5274,991.0,3727,961,3.57,NEAR OCEAN,156540.8127133937
-117.04,32.7,7,9311,1703.0,7302,1694,4.419,NEAR OCEAN,185609.66377577782
-118.26,34.07,52,1802,613.0,2382,587,1.8438,<1H OCEAN,178737.4324456392
-118.13,34.17,49,1962,435.0,1329,457,3.2898,<1H OCEAN,195046.0253859825
-116.97,32.79,19,4108,1101.0,2971,1006,1.9893,<1H OCEAN,134027.0367239411
-119.55,36.51,46,55,11.0,26,5,4.125,INLAND,155006.10552754768
-120.92,37.65,23,505,124.0,163,129,1.3696,INLAND,127259.23881207996
-120.8,38.51,23,1001,195.0,369,157,3.125,INLAND,127129.48334752089
-121.83,38.0,15,6365,1646.0,3838,1458,2.5495,INLAND,116775.21532489147
-122.42,37.93,47,3453,779.0,1353,728,4.016,NEAR BAY,390920.53545949
-122.27,37.47,44,3022,473.0,1235,477,6.7058,NEAR OCEAN,451252.72472593177
-122.36,37.94,45,907,188.0,479,161,3.0862,NEAR BAY,142976.79274949568
-118.32,33.33,52,2127,512.0,733,288,3.3906,ISLAND,412779.94533126603
-117.06,32.73,33,3444,619.0,1884,582,3.7891,NEAR OCEAN,133353.76485037923
-118.97,37.64,13,1907,544.0,575,234,3.0685,INLAND,114213.37580318653
-117.27,34.12,52,954,246.0,943,256,0.8658,INLAND,59556.096969086975
-120.55,37.32,21,1410,229.0,590,205,3.3194,INLAND,127500.8093695845
-117.99,33.9,33,2161,383.0,1235,383,5.6454,<1H OCEAN,259508.40407504298
-118.0,33.91,19,5166,770.0,2374,753,5.979,<1H OCEAN,297994.83392049896
-118.37,33.81,36,2031,339.0,817,337,5.1271,NEAR OCEAN,422265.0703128644
-117.97,33.66,14,6090,1338.0,1974,1248,2.8061,<1H OCEAN,189728.13198679272
-117.17,33.28,16,1921,312.0,862,280,5.1786,<1H OCEAN,216089.34109236868
-119.88,36.81,30,2288,474.0,1435,425,1.3221,INLAND,58638.371242837544
-117.74,34.05,29,2452,700.0,3029,665,2.1354,INLAND,100603.00814625018
-117.13,32.79,35,1458,262.0,723,257,4.2098,NEAR OCEAN,147540.719177432
-122.06,37.65,33,1227,286.0,848,291,3.8036,NEAR BAY,184228.89405844794
-118.3,33.99,47,2212,533.0,1903,554,1.9853,<1H OCEAN,112212.70516922034
-118.06,35.68,15,1962,403.0,730,321,2.25,INLAND,63520.369562556254
-118.38,33.89,35,1778,330.0,732,312,6.5745,<1H OCEAN,400219.7507537743
-122.45,37.73,52,2510,438.0,1153,407,5.1238,NEAR BAY,348104.48991574504
-121.97,37.24,35,2553,533.0,1117,498,4.4063,<1H OCEAN,327330.69649759814
-118.14,33.95,44,1812,338.0,822,314,6.7744,<1H OCEAN,376386.2516636696
-121.97,37.53,35,2277,420.0,1353,413,4.75,<1H OCEAN,210941.67993652468
-118.15,34.86,10,4597,1009.0,2227,821,2.6149,INLAND,104040.14577746963
-117.2,32.86,4,4308,1095.0,1923,932,3.9356,NEAR OCEAN,208340.22050875463
-118.3,34.01,52,1444,343.0,1154,334,2.0625,<1H OCEAN,112792.61852954961
-117.98,33.79,35,2356,478.0,1659,480,4.1115,<1H OCEAN,184021.8996573324
-122.42,37.62,43,2367,409.0,1141,400,4.8295,NEAR OCEAN,264682.10524044733
-118.2,33.94,42,618,163.0,680,179,3.3472,<1H OCEAN,135700.62477339615
-117.01,32.81,21,4203,618.0,1620,600,5.3441,<1H OCEAN,233017.7794237045
-116.98,32.74,17,3943,843.0,1995,766,2.6944,<1H OCEAN,157262.74666626024
-122.01,37.53,19,4572,712.0,2346,709,6.0667,NEAR BAY,281336.10292722716
-117.92,34.03,32,1819,375.0,1728,375,3.975,<1H OCEAN,164960.436460316
-123.17,39.15,30,1904,331.0,816,325,4.425,<1H OCEAN,171735.05220690457
-123.76,41.03,24,2386,565.0,1058,414,2.0644,<1H OCEAN,76581.61345863406
-122.44,37.73,46,3581,758.0,1670,703,4.1932,NEAR BAY,281906.8003739175
-120.43,34.93,10,2980,585.0,1593,562,3.285,<1H OCEAN,145604.8447790879
-122.42,37.64,41,98,20.0,68,19,2.225,NEAR OCEAN,276366.5649193529
-117.98,34.14,27,6341,1289.0,2899,1192,3.6336,INLAND,187257.1495436165
-122.3,37.91,40,2866,617.0,1305,589,3.6321,NEAR BAY,201983.77244802564
-118.32,33.8,29,4317,1037.0,2102,959,3.1275,<1H OCEAN,287518.95336239756
-118.41,34.04,49,601,95.0,228,106,8.0239,<1H OCEAN,487478.3786528799
-121.94,37.34,36,3142,632.0,1372,560,5.0175,<1H OCEAN,295090.70433031704
-117.21,32.84,34,2158,366.0,1046,335,4.5402,NEAR OCEAN,201711.9661610824
-118.12,34.16,30,1762,416.0,940,398,2.8631,<1H OCEAN,196077.01017722537
-119.87,36.54,34,1370,287.0,818,269,2.4044,INLAND,63157.26055683866
-117.92,33.94,30,2506,394.0,1255,421,4.7813,<1H OCEAN,206350.2619698144
-118.09,33.75,32,6239,974.0,2615,950,6.6188,NEAR OCEAN,444928.8258962213
-118.28,34.0,46,1650,463.0,1992,458,2.3403,<1H OCEAN,116630.77460482645
-119.29,36.54,18,2581,628.0,2732,592,1.8429,INLAND,59433.138173296706
-121.92,36.55,37,2190,419.0,490,300,3.7852,NEAR OCEAN,365349.14602964866
-118.44,34.16,35,3080,642.0,1362,623,4.1218,<1H OCEAN,327577.6646251966
-122.26,37.84,52,696,191.0,345,174,2.6736,NEAR BAY,180335.497690783
-119.76,36.79,26,3654,837.0,1976,830,2.1544,INLAND,65579.9330517289
-119.73,36.73,9,1621,428.0,678,394,2.2437,INLAND,76838.72499019101
-118.99,35.3,33,2248,434.0,1461,405,2.9402,INLAND,66739.03031203298
-118.2,34.02,49,1098,317.0,1411,301,2.75,<1H OCEAN,135206.23935441152
-118.47,34.05,25,2689,719.0,1229,663,3.5909,<1H OCEAN,409073.78681705333
-118.18,33.88,47,882,185.0,536,174,4.625,<1H OCEAN,160926.14952608602
-117.93,33.83,30,1561,381.0,1104,391,3.375,<1H OCEAN,187871.39199941
-122.47,37.78,52,2635,587.0,1302,577,3.7292,NEAR BAY,381946.7661461844
-121.73,38.0,3,9217,1522.0,3578,1272,5.0016,INLAND,177141.64377869584
-121.97,37.25,32,2892,496.0,1193,492,6.131,<1H OCEAN,347411.8670338463
-122.71,38.44,27,966,251.0,462,230,1.7,<1H OCEAN,148708.40916746948
-117.72,33.62,19,5777,1261.0,1711,1225,2.7634,<1H OCEAN,141339.1179406231
-122.46,37.72,52,2951,406.0,1115,397,6.7228,NEAR OCEAN,433254.76122500695
-121.23,37.84,28,1347,241.0,713,225,4.0208,INLAND,131406.04035800582
-117.53,33.88,22,2855,667.0,2453,624,3.1312,INLAND,130788.91167669516
-117.25,32.82,23,6139,826.0,2036,807,9.5245,NEAR OCEAN,498308.04329972866
-118.15,34.04,33,818,195.0,664,198,2.1944,<1H OCEAN,153925.7329289784
-119.79,36.79,19,1524,448.0,960,386,1.5122,INLAND,72314.61128585425
-122.05,37.63,5,3785,936.0,2240,792,3.2829,NEAR BAY,210413.98392950976
-121.32,38.62,29,2430,448.0,1087,394,3.0864,INLAND,126934.13106747916
-121.82,38.01,47,1265,254.0,587,247,2.6364,INLAND,118495.30560246814
-122.26,38.03,25,2239,361.0,928,353,4.4474,NEAR BAY,189185.64378102878
-118.0,33.75,26,1382,387.0,1977,368,2.7589,<1H OCEAN,184999.43342583757
-118.07,33.85,16,3771,606.0,2196,564,7.0113,<1H OCEAN,354575.6552339203
-121.92,37.73,24,1407,327.0,501,295,2.4821,<1H OCEAN,173270.689268947
-122.56,37.95,34,2677,411.0,933,410,6.1444,NEAR OCEAN,422026.3746144391
-117.29,34.13,44,2337,563.0,1238,467,1.5156,INLAND,72512.08707533628
-118.08,33.99,38,1683,328.0,1369,339,3.6196,<1H OCEAN,161740.19798778166
-121.68,39.82,15,3996,748.0,1786,728,3.5189,INLAND,119011.19174852426
-121.89,37.26,25,3319,531.0,1560,502,5.8479,<1H OCEAN,293839.34239702293
-117.05,34.04,23,3967,766.0,1518,698,2.29,INLAND,115332.61964593781
-117.84,33.9,24,1723,223.0,707,219,7.0352,<1H OCEAN,311221.6100357765
-117.93,33.94,28,3664,719.0,1820,657,4.225,<1H OCEAN,201936.74469540128
-117.94,33.78,34,2627,468.0,1409,450,4.7731,<1H OCEAN,204777.91664042824
-117.29,35.54,35,7922,1636.0,3431,1329,3.4145,INLAND,105119.45820126035
-116.88,33.93,37,1495,429.0,865,342,1.2188,INLAND,69026.69749376805
-117.88,33.84,34,1410,214.0,837,240,6.1168,<1H OCEAN,247195.15682194577
-117.49,33.99,21,2050,392.0,1153,336,4.84,INLAND,156870.9704175823
-117.98,34.03,21,797,162.0,484,166,2.625,<1H OCEAN,137732.78634616695
-119.23,34.19,16,5297,810.0,1489,667,6.4522,NEAR OCEAN,388884.21258807724
-117.86,33.75,13,1632,598.0,3356,659,1.5054,<1H OCEAN,156283.2069239785
-118.43,34.01,27,3133,1021.0,2242,1002,2.697,<1H OCEAN,343038.7296594833
-122.31,38.01,18,4123,874.0,1895,772,3.2759,NEAR BAY,161675.69184184654
-122.43,37.79,52,3486,847.0,1248,813,7.2623,NEAR BAY,438885.42737916874
-118.19,33.95,42,1651,463.0,1559,436,2.3882,<1H OCEAN,142819.7652039947
-117.11,32.91,15,1840,235.0,855,241,7.5992,<1H OCEAN,308474.8059214663
-118.47,34.04,32,2909,748.0,1310,706,4.516,<1H OCEAN,388610.45661843393
-122.42,37.75,52,2163,607.0,1447,546,3.3555,NEAR BAY,295706.64223015896
-117.34,34.08,35,1380,248.0,730,264,3.2305,INLAND,104691.00766352551
-122.06,37.99,17,1319,316.0,384,269,1.8229,NEAR BAY,135858.10897902877
-122.06,37.54,20,6483,1068.0,3526,1060,5.0838,NEAR BAY,242247.33482964995
-117.14,32.74,16,6075,1816.0,2592,1634,2.5553,NEAR OCEAN,159819.2555364366
-122.07,38.0,37,978,202.0,462,184,3.625,NEAR BAY,164249.728766725
-122.35,40.57,18,2226,490.0,859,451,1.6821,INLAND,78849.74356398682
-121.37,38.69,35,1093,192.0,590,190,2.7009,INLAND,96236.84797239113
-120.19,36.6,25,875,214.0,931,214,1.5536,INLAND,59754.74518183464
-121.28,38.03,11,826,150.0,684,166,3.9265,INLAND,129581.5313738249
-117.51,33.95,12,9016,1486.0,4285,1457,4.9984,INLAND,168450.65691057697
-118.36,33.88,31,2518,543.0,1107,508,4.7404,<1H OCEAN,359947.63059168047
-122.3,37.97,35,1811,377.0,911,340,3.375,NEAR BAY,140543.1619907257
-120.87,37.76,16,1174,249.0,601,242,1.7143,INLAND,91413.60626610843
-115.73,33.09,27,452,103.0,258,61,2.9,INLAND,94091.0345132316
-121.22,37.79,38,2152,451.0,1320,457,2.5025,INLAND,102748.95362852096
-121.98,37.95,14,6290,854.0,2724,820,6.7371,INLAND,286311.548762804
-121.79,37.67,26,2163,339.0,947,346,6.0797,INLAND,229454.0554991026
-117.9,33.9,18,3821,576.0,1430,568,6.9399,<1H OCEAN,318535.72321399656
-122.04,37.85,27,6039,780.0,2181,761,9.5862,NEAR BAY,484129.9814348481
-119.73,34.42,25,2024,312.0,907,335,5.4127,NEAR OCEAN,355315.6964006931
-116.44,33.77,18,4872,1110.0,955,656,2.2439,INLAND,122904.94918980486
-117.31,34.17,25,2795,596.0,1650,569,3.0078,INLAND,101860.43738889063
-117.14,32.8,35,1267,212.0,710,204,2.5368,NEAR OCEAN,142098.6104323518
-122.13,37.7,43,3046,557.0,1333,544,3.4583,NEAR BAY,188656.4818081838
-122.48,38.31,29,2375,560.0,1124,502,2.3276,<1H OCEAN,193576.6698332184
-118.37,33.88,44,1325,245.0,669,253,4.4211,<1H OCEAN,323610.81364017026
-121.45,38.64,23,1481,343.0,1079,315,1.867,INLAND,78187.45108729826
-122.57,38.02,33,9531,1487.0,3798,1409,5.6512,NEAR BAY,331448.127908986
-118.02,33.79,23,6368,1030.0,3281,1001,6.1142,<1H OCEAN,264109.73882183246
-124.07,40.87,47,1765,326.0,796,333,2.2138,NEAR OCEAN,65124.32045515201
-116.91,34.24,23,6379,1636.0,1350,568,1.6336,INLAND,96027.61533187446
-117.65,33.62,15,2708,410.0,1140,389,6.2899,<1H OCEAN,273579.3675791093
-116.94,32.81,8,2517,632.0,1686,613,2.136,<1H OCEAN,114292.79753201417
-119.78,36.76,50,1343,322.0,1063,342,1.75,INLAND,58445.37601122279
-122.05,38.0,16,1085,217.0,356,232,2.3462,NEAR BAY,140540.9403845521
-122.24,37.49,30,2956,590.0,1191,594,3.7463,NEAR OCEAN,338001.05154084443
-121.46,38.54,39,1453,324.0,843,281,1.7692,INLAND,67889.77800431212
-117.93,33.95,31,3600,468.0,1382,435,7.4597,<1H OCEAN,361828.87227557984
-117.96,33.69,20,3123,441.0,1319,432,6.091,<1H OCEAN,292544.9432007514
-122.04,37.96,27,2587,729.0,1500,623,1.837,NEAR BAY,140866.61839309442
-121.3,37.97,52,2259,417.0,766,385,2.2981,INLAND,97540.73953710792
-121.74,37.35,34,440,90.0,217,93,5.2327,<1H OCEAN,307525.05927427823
-121.58,39.14,52,662,160.0,520,149,0.8928,INLAND,70080.01128935526
-119.75,36.71,38,1481,,1543,372,1.4577,INLAND,53745.43884858092
-118.36,33.98,29,2861,816.0,1715,775,2.7712,<1H OCEAN,190905.38288270417
-122.18,37.73,42,909,215.0,646,198,2.9063,NEAR BAY,135606.89029571885
-122.64,38.87,16,1177,240.0,519,199,1.5739,INLAND,68729.66593329454
-120.72,38.42,17,5654,1085.0,2237,953,3.0465,INLAND,140430.64954268702
-118.2,33.77,24,2404,819.0,1566,753,1.5076,NEAR OCEAN,171344.0221407145
-118.43,34.2,28,3386,,2240,737,3.0221,<1H OCEAN,187071.7024086547
-122.74,38.44,23,2819,612.0,1644,546,2.6576,<1H OCEAN,149017.26605092266
-118.12,33.91,35,620,122.0,381,124,3.7917,<1H OCEAN,189296.06583985424
-118.03,33.95,37,1772,321.0,934,326,4.1471,<1H OCEAN,199200.2045852829
-122.76,38.46,14,4794,767.0,2252,768,4.2061,<1H OCEAN,205116.14902354273
-121.83,37.28,33,1115,250.0,1168,261,3.9009,<1H OCEAN,173010.3434756466
-118.48,34.25,35,1865,335.0,1074,337,5.1068,<1H OCEAN,196364.1538333976
-121.35,38.28,17,2756,557.0,1986,530,3.2234,INLAND,115417.97583742008
-118.18,33.82,43,2210,469.0,1042,418,3.5,NEAR OCEAN,239208.6338270852
-122.02,37.01,20,1005,138.0,345,129,10.0968,NEAR OCEAN,493654.11360368744
-117.67,33.49,10,366,61.0,128,61,8.163,<1H OCEAN,427837.8709070141
-117.59,34.13,10,20263,3915.0,9716,3744,3.8505,INLAND,168293.49523917932
-117.89,34.09,35,1205,330.0,583,319,2.3971,<1H OCEAN,222820.3993013011
-122.68,38.43,29,488,63.0,161,62,6.0774,<1H OCEAN,307507.589201436
-118.32,33.87,28,3763,762.0,1967,724,5.3244,<1H OCEAN,272789.237601595
-118.58,34.06,25,4440,693.0,1560,636,8.8666,<1H OCEAN,495901.16253072064
-118.03,33.96,37,1180,256.0,614,242,3.117,<1H OCEAN,200255.85631326542
-117.81,33.82,20,2819,319.0,1019,319,12.2092,<1H OCEAN,484094.4034445221
-122.15,37.41,29,473,103.0,359,87,7.0309,NEAR BAY,394381.9472509171
-116.87,33.57,12,1153,265.0,446,195,3.038,INLAND,142203.2752386758
-121.72,37.7,17,1671,352.0,729,252,6.1023,INLAND,268458.69507179013
-122.26,38.0,6,678,104.0,318,91,5.2375,NEAR BAY,179257.24171780748
-118.25,34.14,13,3487,1131.0,3749,1072,2.1602,<1H OCEAN,192558.15949195847
-118.4,33.86,41,2237,597.0,938,523,4.7105,<1H OCEAN,479580.12003073166
-117.18,33.15,7,6225,1683.0,5410,1580,2.32,<1H OCEAN,145452.21023912207
-117.33,34.12,33,933,219.0,838,211,1.3417,INLAND,65056.64969118787
-117.98,33.68,14,3396,477.0,1542,472,7.3982,<1H OCEAN,336180.8414987648
-122.46,37.78,52,2051,552.0,1400,510,3.2396,NEAR BAY,397832.5956731802
-122.33,37.97,45,1982,376.0,1179,398,3.5463,NEAR BAY,133732.02318220606
-122.31,37.56,45,1792,301.0,829,318,4.9013,NEAR OCEAN,357459.4206400273
-118.13,33.86,45,1866,343.0,919,344,3.5833,<1H OCEAN,215963.86871102382
-118.42,34.18,30,1323,353.0,856,333,3.3594,<1H OCEAN,218573.73118872344
-121.52,38.9,32,1650,313.0,802,284,2.9048,INLAND,110179.38639365973
-121.99,37.26,29,2718,365.0,982,339,7.9234,<1H OCEAN,458680.8242860862
-120.98,37.64,39,2617,659.0,2052,642,1.6952,INLAND,81488.77536328312
-117.87,33.92,14,4039,669.0,1905,670,6.3303,<1H OCEAN,298451.9155038123
-117.79,33.77,23,3596,451.0,1292,458,8.5403,<1H OCEAN,385466.15937669756
-117.96,33.73,22,3479,455.0,1454,488,6.6324,<1H OCEAN,311677.4157851485
-121.63,37.12,17,1830,398.0,1110,388,2.4821,<1H OCEAN,184995.57691298157
-117.89,33.77,29,2577,445.0,1849,470,4.4732,<1H OCEAN,180660.00530773154
-118.24,34.15,7,2063,670.0,1892,643,1.7301,<1H OCEAN,194953.40444464528
-122.06,37.96,37,1784,313.0,788,304,4.2917,NEAR BAY,198334.30493875267
-119.85,36.76,10,2067,450.0,845,354,1.8214,INLAND,68950.61694461886
-118.09,34.01,36,1465,363.0,1538,342,3.5469,<1H OCEAN,162097.71713221472
-123.73,39.17,20,4620,1042.0,1745,794,2.375,NEAR OCEAN,165727.41381879195
-121.4,36.84,40,2352,536.0,1430,535,3.0912,INLAND,187157.3217019667
-118.21,33.8,41,1251,279.0,1053,278,3.2778,NEAR OCEAN,164852.25512244855
-119.62,36.56,30,1722,372.0,1467,403,1.8878,INLAND,55099.40984190096
-118.81,34.25,4,9147,1827.0,3950,1661,5.716,<1H OCEAN,271957.0780551648
-117.1,33.0,5,15502,2613.0,7417,2358,5.9094,<1H OCEAN,282908.9402126841
-118.38,33.86,15,1778,311.0,908,330,7.674,<1H OCEAN,360476.5669586602
-118.31,34.04,29,2038,578.0,2070,570,2.0658,<1H OCEAN,166355.5251498207
-121.5,38.52,37,2008,466.0,1261,427,2.2574,INLAND,86826.09092992997
-118.0,34.13,35,1005,224.0,742,221,3.5481,INLAND,162835.5178212571
-118.35,33.91,19,1949,559.0,1282,498,2.7813,<1H OCEAN,186858.97281012157
-118.98,35.37,36,1562,398.0,1223,329,0.9675,INLAND,53218.48952590377
-117.9,33.88,28,2696,346.0,947,356,9.0055,<1H OCEAN,442137.52164840046
-121.65,39.16,16,5022,1103.0,2087,956,2.3963,INLAND,102868.93698648806
-119.81,36.6,24,2246,462.0,1291,394,2.4006,INLAND,69520.32918064256
-118.02,34.15,44,2419,437.0,1045,432,3.875,INLAND,294706.3745494075
-118.09,34.7,6,4558,804.0,1543,563,2.8548,INLAND,139476.58117048422
-118.42,34.27,37,1024,246.0,1371,239,3.225,<1H OCEAN,158274.91393433616
-118.32,34.07,52,2156,306.0,861,311,8.8062,<1H OCEAN,495794.502695391
-122.46,37.73,52,3547,506.0,1276,491,8.0069,NEAR BAY,466730.58171798213
-116.53,33.78,18,2547,463.0,411,214,2.5489,INLAND,148553.84399475294
-120.99,39.22,16,1497,275.0,737,243,2.8942,INLAND,139817.46663478794
-116.47,34.07,22,5473,1234.0,2581,1098,1.9375,INLAND,84697.84026806726
-122.28,37.82,52,1170,235.0,701,233,1.6098,NEAR BAY,125764.73871593246
-118.47,35.64,17,2248,535.0,927,427,1.3023,INLAND,70005.79175662069
-118.26,33.97,46,1086,249.0,880,250,1.5962,<1H OCEAN,101619.92848574537
-117.2,32.78,38,2662,498.0,1132,496,4.0057,NEAR OCEAN,357956.16889937414
-118.55,34.28,16,8879,,3468,1200,8.1125,<1H OCEAN,403896.34072554205
-117.86,33.84,19,1725,392.0,920,400,3.0087,<1H OCEAN,191485.65728696325
-117.78,33.78,6,9792,1283.0,3744,1179,10.1714,<1H OCEAN,475566.7539851975
-121.86,37.41,16,2938,589.0,1718,568,5.5073,<1H OCEAN,241241.34488171106
-117.58,34.11,14,11635,2055.0,6443,2009,4.7547,INLAND,194555.17516765656
-118.02,34.12,38,1778,288.0,870,281,6.5784,INLAND,410927.93184007326
-117.08,32.93,5,14944,2490.0,6600,2407,6.0857,<1H OCEAN,274882.88202997064
-117.62,34.02,16,2040,325.0,1207,324,5.0431,INLAND,166640.21862412823
-117.25,32.86,27,2530,469.0,594,326,7.2821,NEAR OCEAN,491125.5759758019
-121.32,37.96,47,1700,344.0,922,357,3.1845,INLAND,103809.98354844615
-118.45,33.96,36,2723,547.0,1090,519,6.3267,<1H OCEAN,427896.74034745625
-119.79,36.77,30,1610,410.0,1000,397,2.0357,INLAND,65459.24646789303
-118.2,33.92,42,1411,314.0,1432,322,3.0871,<1H OCEAN,134642.72568921925
-118.33,34.16,23,1359,428.0,770,380,3.4016,<1H OCEAN,296474.59316965996
-118.24,33.89,34,1479,332.0,1166,322,2.6165,<1H OCEAN,122469.17056413408
-115.38,32.81,35,1263,262.0,950,241,1.8958,INLAND,61569.15025870341
-117.82,33.85,18,1810,305.0,1189,326,5.2227,<1H OCEAN,215989.25311626436
-121.97,37.3,25,5463,1351.0,2758,1310,3.0079,<1H OCEAN,244410.49767575302
-121.24,38.75,5,9137,1368.0,3667,1294,5.4896,INLAND,200469.4545156837
-118.91,36.79,19,1616,324.0,187,80,3.7857,INLAND,146039.82607196196
-121.27,37.95,43,557,165.0,573,144,1.7212,INLAND,63862.74425454297
-122.49,37.75,52,2226,385.0,1177,416,4.8516,NEAR OCEAN,326077.9381042086
-123.2,39.15,27,990,238.0,592,225,2.0074,<1H OCEAN,113959.70750312803
-122.26,37.54,5,1649,388.0,779,376,6.9635,NEAR BAY,429851.426140258
-117.29,33.05,28,1146,338.0,672,292,3.1667,NEAR OCEAN,280848.01415639377
-118.39,33.88,31,1448,244.0,607,259,8.1513,<1H OCEAN,490557.49605543783
-118.24,33.99,28,312,89.0,498,87,2.4107,<1H OCEAN,96081.93012219114
-117.92,33.77,28,3614,960.0,3282,889,3.522,<1H OCEAN,182203.07124650388
-118.16,33.86,26,6607,1663.0,4066,1558,2.5068,<1H OCEAN,168986.53327519356
-122.16,37.71,36,666,132.0,366,134,3.4643,NEAR BAY,152077.77441639267
-119.67,36.82,2,2579,376.0,1133,342,4.5577,INLAND,122424.77860410152
-122.24,37.47,40,1504,270.0,689,287,6.1244,NEAR OCEAN,390779.35673027905
-122.6,38.11,23,8642,1294.0,3594,1253,5.3962,<1H OCEAN,284303.9900388669
-117.61,33.63,2,4678,817.0,1970,712,6.1078,<1H OCEAN,260486.04897287537
-118.28,33.96,23,1983,611.0,2048,600,1.5313,<1H OCEAN,122314.4041652764
-117.89,33.85,18,2036,414.0,1292,380,3.875,<1H OCEAN,193631.14752502026
-121.77,36.93,24,1943,447.0,1844,461,3.0192,<1H OCEAN,154521.68157416908
-121.37,38.68,36,1775,296.0,937,305,3.1786,INLAND,99583.6859474929
-118.26,33.85,25,2324,326.0,1087,328,5.293,<1H OCEAN,241280.8474207626
-122.17,37.73,43,1473,371.0,1231,341,2.1587,NEAR BAY,102934.29514120145
-122.54,37.96,44,1552,204.0,596,208,10.129,NEAR BAY,487443.5423698459
-124.16,40.8,52,2416,618.0,1150,571,1.7308,NEAR OCEAN,81467.9214685878
-120.45,34.66,7,3329,504.0,1462,452,4.7875,NEAR OCEAN,202161.21274960958
-120.45,34.95,10,2207,644.0,2232,543,2.375,<1H OCEAN,125278.1078117395
-117.17,33.34,15,3313,679.0,1022,564,2.7986,<1H OCEAN,199328.094621651
-118.42,34.0,33,1139,299.0,734,257,3.2708,<1H OCEAN,316169.97657336487
-119.35,36.52,39,3027,608.0,2199,592,2.6445,INLAND,66158.1856327068
-121.84,37.29,4,2937,648.0,1780,665,4.3851,<1H OCEAN,199827.13598907413
-120.24,37.96,34,1747,395.0,935,362,1.625,INLAND,78733.64092263958
-122.42,37.77,52,4226,1315.0,2619,1242,2.5755,NEAR BAY,320458.9957387367
-117.91,33.9,27,829,114.0,383,133,9.3125,<1H OCEAN,410871.24304333027
-121.53,38.58,33,4988,1169.0,2414,1075,1.9728,INLAND,103075.06771914418
-121.23,37.8,11,2451,665.0,1155,533,2.2254,INLAND,138674.48570719574
-117.65,33.58,2,2411,354.0,703,217,7.8061,<1H OCEAN,336836.37371325697
-121.0,37.6,22,4412,925.0,3116,817,2.6899,INLAND,108622.06970872292
-118.07,34.17,36,2415,394.0,1215,413,5.5418,INLAND,351540.29924652027
-117.69,33.64,16,2592,372.0,1279,383,6.9741,<1H OCEAN,295270.43372894195
-121.78,37.23,18,1747,317.0,1055,285,5.898,<1H OCEAN,269389.24551371764
-121.85,37.4,23,1793,319.0,1145,310,5.5968,<1H OCEAN,244301.98617734856
-121.32,37.98,20,1591,589.0,1916,536,1.3531,INLAND,97851.5408373502
-118.16,33.84,36,2831,573.0,1462,569,3.8646,<1H OCEAN,208179.2224687333
-118.04,34.12,44,2007,288.0,921,307,6.5989,INLAND,440911.21701941744
-122.21,37.8,50,2833,605.0,1260,552,2.8929,NEAR BAY,165691.22537061037
-117.8,34.05,5,4536,1178.0,2485,909,4.1118,<1H OCEAN,207237.47608384295
-121.43,38.61,33,2289,576.0,1100,503,2.1694,INLAND,92784.82919497507
-121.8,36.72,14,2493,407.0,1296,418,5.4508,<1H OCEAN,244629.00260600477
-122.02,37.58,15,3052,760.0,2097,728,3.3617,NEAR BAY,190077.1214960423
-119.32,36.19,11,1281,291.0,861,313,1.0962,INLAND,59990.12037105822
-118.2,33.81,46,1388,254.0,742,241,4.6458,NEAR OCEAN,197433.1206758028
-117.91,33.75,8,2346,679.0,3842,674,3.0635,<1H OCEAN,163890.77065620132
-118.13,34.02,38,1243,310.0,788,286,2.5852,<1H OCEAN,181589.0715697227
-118.12,34.7,7,4915,885.0,2833,874,4.3229,INLAND,100250.66000183324
-122.41,37.75,52,2164,606.0,2034,513,2.0325,NEAR BAY,212777.59140530103
-118.26,34.09,51,1532,366.0,669,333,3.6434,<1H OCEAN,271304.17282394617
-122.29,37.92,36,1450,235.0,568,234,6.0,NEAR BAY,295635.2994217255
-117.43,34.1,34,1345,265.0,834,290,3.7011,INLAND,113105.08452787538
-117.9,33.71,16,4208,630.0,2592,662,6.1966,<1H OCEAN,274631.75584113674
-118.43,33.9,27,1536,377.0,553,326,5.4088,<1H OCEAN,470095.63170440705
-121.43,36.5,14,1835,468.0,1867,461,2.3879,<1H OCEAN,134604.42688689844
-120.45,37.32,21,1318,202.0,618,197,4.8214,INLAND,138832.7495228965
-118.25,33.93,40,975,270.0,1068,270,0.9889,<1H OCEAN,82814.95504313805
-122.5,37.74,45,1771,349.0,1098,342,3.7552,NEAR OCEAN,255909.46850246738
-122.04,37.95,29,866,138.0,341,133,4.7188,NEAR BAY,195653.6204253539
-117.34,34.02,28,2683,708.0,2047,636,2.275,INLAND,88538.8900636991
-118.26,33.9,38,1566,318.0,981,318,4.0234,<1H OCEAN,163820.66584775748
